2357,849,57,95,51,323
2395,937,100,80,30,302
2427,1001,85,100,49,314
2394,933,71,93,43,315
2880,1050,55,88,40,339
2366,971,61,108,40,303
2373,964,48,78,28,309
2361,822,44,77,37,278
2461,937,50,114,27,303
2381,943,72,107,48,329
2352,1046,66,102,51,303
2499,1127,71,99,44,327
2394,955,69,112,47,271
2428,1119,77,99,31,309
2459,845,50,71,36,279
2359,882,69,94,46,331
2419,1008,72,122,62,330
2467,1095,70,107,52,289
2770,907,54,94,44,343
2410,861,51,95,43,320
2384,1015,74,130,78,338
2351,823,43,76,29,272
2320,1026,56,78,41,360
2920,861,46,80,40,306
2407,1016,64,95,30,300
2406,854,52,78,34,280
2312,971,53,91,41,266
2349,869,37,71,27,283
2558,1035,73,116,82,300
2362,930,50,93,45,309
