2436,1002,1585,263,49,301
2795,1025,1581,262,43,326
2504,1085,1587,260,54,351
2414,843,1585,254,52,302
2511,1215,1582,264,59,362
2402,905,1580,263,42,328
2691,842,1474,247,41,335
2457,1125,1593,285,55,325
2468,1062,1579,263,51,359
2439,868,1602,269,54,325
2494,980,1500,283,44,340
2427,1031,1585,296,47,285
2503,1065,1588,279,54,314
2554,1136,1610,264,56,352
2380,1009,1521,270,45,305
2473,1087,1582,290,61,339
2816,925,1569,266,56,363
2347,840,1488,236,29,299
2630,838,1554,264,46,290
2346,1024,1584,281,45,350
2588,927,1585,262,59,329
2377,960,1531,250,44,320
2384,910,1567,260,42,338
2414,1003,1578,288,42,344
2502,1017,1589,261,50,289
2400,954,1592,256,52,274
2389,849,1533,283,46,346
2427,1086,1605,277,53,364
2555,1074,1577,250,60,360
2453,856,1575,264,49,336
