host,window,reverse,fft,magnitude,device
2680,1142,836,246,67,392
2524,1048,885,230,62,411
2710,882,819,238,60,349
2455,848,882,232,52,336
2622,957,807,233,55,339
2552,994,884,253,48,383
2556,1040,879,258,62,364
2493,943,867,239,43,342
2544,1104,867,268,60,388
2658,936,884,207,27,311
