2512,1025,453,186,40,314
2397,1086,478,219,58,355
2358,886,405,177,32,326
2371,1087,519,241,44,374
2791,909,514,231,38,399
2385,1012,440,228,45,326
2606,881,451,215,60,342
2571,879,412,220,47,322
2622,1021,496,208,52,346
2546,994,439,250,69,369
2572,898,497,225,35,293
2388,952,515,247,54,289
2307,1033,423,223,49,322
2465,1039,514,213,39,375
2644,1084,518,215,38,394
2466,1060,516,254,60,355
2494,928,491,199,35,313
2372,831,448,215,61,287
2341,860,433,188,29,304
2425,881,492,221,36,340
2547,928,442,205,29,330
2410,935,455,216,30,288
2454,982,444,222,30,285
2345,1070,518,220,58,308
2393,1023,517,225,58,388
2443,1106,519,223,58,327
2581,1020,504,247,50,361
2547,887,456,228,61,382
2417,993,492,208,37,334
2349,876,458,202,49,321
