host,window,reverse,fft,magnitude,device
2545,866,38,72,40,281
2778,890,47,106,57,300
2616,883,47,76,39,272
2698,942,67,122,41,287
2673,886,74,83,37,310
2649,988,60,97,40,286
2521,847,35,66,25,268
2698,963,74,108,41,309
2737,939,69,103,57,302
2559,948,47,65,27,317
2605,851,44,76,31,276
