host,window,reverse,fft,magnitude,device
3097,919,92233,8256,194,1221
3180,1079,82356,2685,141,1928
2883,1031,83672,2637,126,2007
3437,955,84449,2545,81,1349
3024,1020,80586,2461,72,1101
3103,1064,84458,2366,74,873
2937,1105,84778,2605,89,1236
3220,983,80421,2549,76,1176
3231,975,86944,2943,107,1897
3252,1031,83940,2780,174,1834
2987,906,89226,2819,73,950
