host,window,reverse,fft,magnitude,device
7335,2180,1941301,336431,562,10913
7341,1999,1442331,283052,517,6878
7320,1758,1449757,289995,502,7918
6840,1953,1450408,289533,583,8728
6944,1916,1443888,290785,532,8307
7305,1928,1444132,282498,566,9323
7369,1795,1444385,290093,572,11004
7119,2119,1442985,310836,524,10221
7143,1876,1443107,285979,462,8042
7343,1819,1445042,345346,448,8485
7139,1942,1443029,295238,548,8417
