host,window,reverse,fft,magnitude,device
2511,1075,90,131,36,390
2624,874,95,125,36,341
2547,860,97,135,34,295
2585,1028,109,168,55,324
2627,932,112,164,55,330
2646,897,127,146,30,285
2740,1075,112,186,46,357
2623,1068,139,170,55,329
2732,848,95,130,35,291
2553,857,95,146,42,325
