host,window,reverse,fft,magnitude,device
2591,960,2977,312,59,367
2799,1009,2990,316,50,315
2771,860,2983,319,55,370
2598,881,2993,299,61,384
2551,974,2983,307,47,347
2571,967,2939,311,42,349
2625,1047,2997,337,43,340
2572,1005,2998,298,40,322
2665,964,2994,320,48,307
2627,972,2913,327,57,379
