host,window,reverse,fft,magnitude,device
2695,949,410,207,38,305
2775,1020,452,190,29,282
2544,817,462,187,31,285
2623,966,383,186,40,322
2639,963,490,212,30,280
2708,1045,415,209,47,337
2521,1226,498,189,41,307
2802,913,389,170,39,297
2657,917,397,159,25,281
2565,958,397,184,35,262
2505,993,441,200,55,340
