host,window,reverse,fft,magnitude,device
2719,1035,21537,933,82,668
2644,991,19801,515,51,543
2937,1089,19683,553,80,655
2640,953,19881,555,71,797
2617,862,19720,525,64,527
2659,1075,19906,512,58,597
2894,1083,19784,527,57,476
2865,1041,19789,522,46,546
2737,877,22481,964,68,693
2649,1080,21510,958,90,601
2611,1115,19735,535,68,590
