copy_host_to_device, window, bit_reverse, fft, magnititude, copy_device_to_host, total
203,65,111,275,31,614,0.001268
191,64,109,286,32,148,0.000798
202,60,108,283,31,148,0.000801
202,61,107,283,31,137,0.00079
91,60,103,283,30,146,0.000683
198,59,110,284,35,148,0.000799
198,59,109,283,31,137,0.000786
203,60,104,284,32,137,0.000788
199,59,107,282,30,148,0.000795
205,59,105,284,31,149,0.000802
238,76,115,274,27,148,0.000851
89,58,102,270,26,131,0.00065
202,52,99,272,24,134,0.000759
203,53,100,270,24,150,0.000776
199,52,99,269,27,130,0.000749
202,53,98,270,23,150,0.000773
207,53,99,270,29,142,0.000771
201,52,98,269,23,148,0.000768
200,52,100,269,23,143,0.000764
201,52,99,269,24,152,0.000773
175,52,97,269,23,148,0.000741
93,52,98,268,24,148,0.000659
216,53,99,270,23,148,0.000786
203,53,99,270,24,148,0.000773
198,52,103,267,23,149,0.000769
201,52,99,268,28,132,0.000752
202,52,98,270,23,150,0.000772
200,58,95,268,28,131,0.000752
205,52,97,270,23,149,0.000773
204,55,98,268,28,133,0.000758
