copy_host_to_device, window, bit_reverse, fft, magnititude, copy_device_to_host, total
2331,159,16594,4631,158,1245,0.02496
1737,153,16558,4613,157,1248,0.024309
1764,154,16736,4613,158,1245,0.024512
1603,154,16824,4616,157,1241,0.024438
1947,154,16580,4617,157,1244,0.024542
1705,158,16707,4622,159,1246,0.024438
3244,155,16401,4601,158,1245,0.025646
1691,153,16440,4634,159,1245,0.024163
1748,167,17304,4614,156,1251,0.025084
1532,153,16555,4611,159,1239,0.02409
1783,154,16292,4621,157,1236,0.024086
1611,154,16562,4606,158,1239,0.024172
1750,153,17439,4642,157,1237,0.025221
1685,153,16270,4612,157,1244,0.023964
1767,161,16266,4621,157,1239,0.024054
1531,154,16560,4635,157,1240,0.02412
1599,154,17093,4621,156,1245,0.024712
1634,152,16566,4598,157,1246,0.024196
1584,153,16889,4610,158,1241,0.024477
1752,152,16150,4605,158,1244,0.023903
1673,153,16897,4619,158,1238,0.02458
1776,162,17127,4611,157,1250,0.024926
1587,155,16584,4614,157,1243,0.024183
1612,153,16666,4611,157,1243,0.024285
1683,152,16315,4619,156,1240,0.024009
1767,171,17107,4732,169,1261,0.025038
1625,155,16597,4648,157,1244,0.024269
1719,155,16696,4630,157,1252,0.024452
1904,153,17651,4699,160,1242,0.025649
1739,154,16752,4611,161,1265,0.024521
