copy_host_to_device, window, bit_reverse, fft, magnititude, copy_device_to_host, total
1343,75,2485,1251,60,337,0.005491
617,73,2410,1252,60,337,0.004689
605,70,2336,1265,61,341,0.004617
650,74,2364,1252,63,343,0.004683
630,83,2808,1266,69,355,0.005142
633,75,2467,1261,62,344,0.00478
617,75,2425,1252,61,338,0.004707
622,71,2482,1247,61,339,0.004761
640,74,2402,1242,59,337,0.004695
632,70,2393,1256,61,338,0.004689
637,71,2393,1255,61,339,0.004695
603,70,2405,1245,62,340,0.004663
667,73,2566,1281,64,342,0.004929
637,81,2404,1246,62,339,0.004707
627,72,2388,1239,61,337,0.004663
620,80,2394,1256,62,344,0.004694
621,66,2371,1286,66,336,0.00468
621,68,2378,1254,61,339,0.00466
625,73,2359,1249,61,332,0.004638
626,75,2409,1260,61,338,0.004708
619,73,2336,1253,62,337,0.004618
635,74,2532,1255,62,339,0.004835
504,73,2510,1254,60,338,0.004679
628,72,2438,1245,62,339,0.004722
616,74,2449,1267,64,346,0.004752
646,73,2390,1284,63,336,0.004729
709,73,2391,1246,63,339,0.004758
620,75,2518,1260,61,336,0.004809
606,72,2384,1262,61,333,0.004657
597,79,2376,1274,61,334,0.00466
