copy_host_to_device, window, bit_reverse, fft, magnititude, copy_device_to_host, total
169,36,85,157,30,514,0.000961
36,33,77,150,27,30,0.000326
34,30,79,154,29,36,0.000333
37,30,72,147,27,31,0.000317
31,28,72,148,26,33,0.000312
31,28,71,148,26,30,0.000308
35,29,72,148,27,31,0.000315
34,28,71,149,28,30,0.000312
35,29,72,148,25,30,0.000314
34,27,72,148,26,30,0.000311
31,26,72,149,27,30,0.000308
31,27,72,151,27,33,0.000314
35,27,73,148,27,34,0.000317
31,26,70,149,27,30,0.000306
31,25,72,148,26,30,0.000306
31,26,72,148,27,31,0.000308
34,26,72,148,27,32,0.000312
37,27,72,149,26,34,0.000319
33,25,71,148,27,30,0.000307
32,25,73,147,26,30,0.000307
30,26,72,149,27,30,0.000307
37,27,71,149,26,30,0.000314
34,26,71,149,26,30,0.00031
34,26,72,149,27,31,0.000312
34,26,70,148,26,30,0.000308
34,26,71,147,26,33,0.000311
35,28,71,149,26,30,0.000313
34,26,79,156,29,38,0.000333
38,28,73,150,26,34,0.000323
34,28,71,149,27,34,0.000316
