copy_host_to_device, window, bit_reverse, fft, magnititude, copy_device_to_host, total
2411,159,15690,4633,158,1251,0.024144
1627,154,16203,4609,156,1248,0.023841
1889,154,16204,4620,161,1248,0.024115
1810,153,16527,4598,157,1244,0.024332
1694,154,16882,4610,156,1247,0.024587
1614,156,16184,4656,157,1240,0.02385
1763,157,16021,4657,157,1245,0.023843
1600,153,16345,4620,156,1245,0.023963
1533,155,16804,4695,158,1254,0.024441
1605,169,16135,4649,163,1245,0.023803
1784,155,16459,4662,157,1241,0.024301
1652,152,16438,4635,159,1247,0.024124
1777,155,16385,4641,156,1242,0.0242
1738,155,16305,4661,158,1243,0.024102
1393,154,16085,4617,157,1243,0.023492
1778,155,16618,4609,156,1244,0.024404
1552,152,16871,4659,155,1249,0.024483
1738,152,16135,4633,162,1244,0.023902
1630,153,16578,4617,158,1247,0.024225
1664,153,16433,4605,158,1242,0.024097
1591,148,16592,4585,152,1237,0.024153
1631,150,16312,4583,152,1256,0.023932
1669,151,16373,4596,151,1267,0.024056
1982,149,16379,4586,151,1238,0.024334
1937,148,16285,4581,151,1236,0.024187
1525,149,16585,4619,158,1245,0.024123
1698,149,16381,4608,152,1238,0.024074
1812,149,16506,4607,151,1239,0.024313
1615,148,16776,4596,152,1239,0.024374
1431,149,16595,4582,151,1238,0.023995
