copy_host_to_device, window, bit_reverse, fft, magnititude, copy_device_to_host, total
148,32,79,148,24,592,0.000999
32,30,69,144,23,23,0.000298
27,20,65,142,19,23,0.000277
27,20,64,140,19,23,0.000274
27,23,67,143,22,24,0.000284
27,20,64,142,23,23,0.000276
27,20,64,140,19,23,0.000274
27,20,64,139,19,24,0.000274
27,20,67,142,22,23,0.000279
27,20,64,139,23,25,0.000275
28,24,64,143,22,24,0.000283
27,20,65,142,20,23,0.000277
27,20,64,139,23,23,0.000273
26,20,64,139,19,23,0.000272
27,20,64,139,19,23,0.000273
28,20,64,139,23,23,0.000274
26,23,68,143,23,23,0.000283
27,20,64,142,20,23,0.000276
27,20,64,142,22,23,0.000276
26,20,65,144,23,23,0.000278
27,20,65,139,19,23,0.000274
27,20,64,143,19,23,0.000277
27,20,64,139,23,23,0.000273
27,20,64,138,19,23,0.000272
28,21,64,140,23,23,0.000276
26,20,65,139,19,23,0.000273
27,20,64,139,19,23,0.000273
27,20,64,140,23,23,0.000274
27,20,64,143,19,23,0.000277
28,24,64,139,19,23,0.000278
