copy_host_to_device, window, bit_reverse, fft, magnititude, copy_device_to_host, total
364,44,241,483,31,627,0.001759
336,44,239,476,30,172,0.001267
315,35,236,487,39,211,0.001284
295,46,243,477,31,206,0.001267
313,36,236,478,30,169,0.001232
300,35,230,460,31,169,0.001194
292,35,238,473,30,168,0.001206
312,37,231,479,29,210,0.001269
291,34,232,475,30,167,0.001199
300,36,235,478,29,206,0.001255
290,34,230,477,32,201,0.001232
296,40,229,465,30,175,0.001205
296,35,227,473,31,165,0.001196
292,38,263,480,32,202,0.001275
202,40,228,476,30,201,0.001147
295,38,228,474,29,165,0.0012
294,38,228,475,31,199,0.001234
295,38,227,476,32,192,0.001228
327,45,233,480,33,197,0.001282
318,40,226,464,32,175,0.001223
313,39,227,474,32,206,0.001259
340,42,235,477,31,205,0.001299
312,40,225,463,30,171,0.001211
309,40,227,482,33,202,0.00126
316,41,229,480,33,201,0.001267
309,39,226,460,31,167,0.001201
295,38,226,476,39,212,0.001247
295,36,229,477,37,205,0.001242
293,36,232,463,28,183,0.001207
301,35,230,474,32,176,0.001216
