copy_host_to_device, window, bit_reverse, fft, magnititude, copy_device_to_host, total
156,35,79,151,28,419,0.00084
36,32,77,149,26,34,0.000328
30,27,72,149,25,34,0.000312
34,29,72,150,27,30,0.000315
35,29,72,147,26,30,0.000313
34,28,71,148,26,30,0.000311
33,27,72,148,26,30,0.00031
34,26,73,149,27,30,0.000312
37,27,72,147,24,32,0.000315
34,25,72,148,27,30,0.000309
34,25,72,150,26,30,0.000311
34,25,71,148,27,30,0.000308
35,26,73,148,26,33,0.000315
34,26,72,149,27,30,0.000311
31,27,71,148,26,30,0.000307
31,26,71,148,27,31,0.000307
34,26,72,149,26,30,0.000311
30,25,73,149,27,31,0.000308
36,26,70,150,27,31,0.000313
32,27,72,149,27,28,0.000308
34,26,72,148,26,30,0.00031
34,26,71,181,27,35,0.000347
31,26,72,148,26,30,0.000307
34,27,71,150,28,31,0.000313
34,27,70,149,26,30,0.00031
31,26,72,149,26,30,0.000308
35,27,72,147,26,30,0.000311
34,26,71,149,26,30,0.00031
34,27,70,148,26,30,0.000309
34,26,71,148,27,30,0.000309
