copy_host_to_device, window, bit_reverse, fft, magnititude, copy_device_to_host, total
391,48,243,491,37,703,0.001876
340,49,241,488,36,229,0.001347
339,44,240,485,37,261,0.001369
340,46,236,487,37,247,0.001356
351,43,233,499,38,222,0.001348
338,45,239,476,35,217,0.001315
378,43,234,485,37,255,0.001395
354,42,239,488,38,252,0.001375
360,45,237,488,34,257,0.001387
348,43,233,490,37,249,0.001363
331,42,238,470,35,212,0.001293
333,42,235,482,35,218,0.00131
340,42,237,487,36,246,0.001352
363,45,239,483,35,215,0.001345
314,43,232,475,37,214,0.001278
356,42,235,514,36,249,0.001396
351,43,235,482,35,229,0.00134
352,42,236,499,40,236,0.001365
354,42,233,489,37,258,0.001376
375,42,236,486,36,252,0.001391
348,41,238,482,36,241,0.00135
347,42,238,474,35,206,0.001307
335,43,236,481,35,209,0.001304
336,43,234,491,38,248,0.001352
333,43,235,483,42,252,0.001346
349,43,233,486,36,212,0.001323
349,43,236,487,36,213,0.001328
346,44,237,489,37,210,0.001326
341,43,233,473,36,176,0.001266
238,41,237,486,47,182,0.001184
