copy_host_to_device, window, bit_reverse, fft, magnititude, copy_device_to_host, total
181,30,102,272,23,526,0.001111
177,32,102,276,23,151,0.000738
172,30,106,271,22,156,0.000735
173,29,128,273,23,151,0.000754
80,30,98,298,29,160,0.000666
171,29,100,274,22,142,0.000716
174,30,98,271,23,159,0.000732
173,31,98,274,23,157,0.000733
173,29,98,272,21,169,0.000741
199,30,111,281,25,145,0.000766
172,30,101,273,24,144,0.00072
175,31,98,271,23,161,0.000736
176,31,102,272,25,147,0.000728
171,30,98,274,24,145,0.000718
171,29,101,272,23,144,0.000717
175,30,100,272,23,144,0.000721
188,30,99,273,23,148,0.000738
175,30,99,271,23,126,0.000701
192,30,98,273,24,126,0.000719
171,30,100,272,24,144,0.000717
80,30,100,272,23,141,0.000623
180,30,98,272,24,142,0.000722
174,30,99,298,24,144,0.000745
187,31,98,271,24,127,0.000714
170,29,100,280,24,142,0.000721
78,30,98,273,24,143,0.000622
171,30,98,271,24,144,0.000714
200,28,99,274,24,124,0.000725
185,30,98,271,23,125,0.000709
193,30,98,273,24,137,0.000731
