copy_host_to_device, window, bit_reverse, fft, magnititude, copy_device_to_host, total
386,93,244,477,35,596,0.001796
340,94,241,498,39,216,0.001389
353,90,234,489,38,214,0.00138
345,91,244,486,37,222,0.001388
332,88,234,482,36,212,0.001348
373,91,238,492,39,184,0.001378
332,121,241,481,36,177,0.001352
239,108,237,502,36,178,0.001264
333,90,240,509,33,188,0.00136
241,90,236,490,37,189,0.001246
330,91,236,472,36,180,0.001309
236,91,237,470,36,176,0.00121
206,92,230,516,37,179,0.001223
204,93,240,472,36,180,0.001189
249,90,231,472,41,207,0.001249
344,91,242,487,38,233,0.001397
341,90,235,486,36,210,0.001362
346,90,238,483,36,211,0.001368
337,87,235,488,36,211,0.001358
326,89,235,476,36,248,0.001374
339,89,236,473,36,220,0.001357
339,90,234,488,37,245,0.001396
336,89,234,490,37,185,0.001334
339,88,233,490,37,187,0.001337
334,89,232,501,38,195,0.001351
343,92,237,497,36,197,0.001366
332,90,232,490,36,234,0.001378
353,88,235,485,36,238,0.001399
347,88,237,489,38,237,0.001398
331,88,239,492,39,224,0.001374
