copy_host_to_device, window, bit_reverse, fft, magnititude, copy_device_to_host, total
189,38,110,267,30,521,0.001125
194,40,110,281,31,149,0.000774
175,33,125,283,33,147,0.000763
185,33,105,279,32,146,0.000748
190,35,107,282,32,146,0.00076
187,34,105,281,31,148,0.000755
191,32,106,280,32,147,0.000756
187,39,107,287,33,154,0.000774
186,36,107,282,29,150,0.000761
193,33,107,302,33,149,0.000784
94,35,105,282,32,149,0.000665
190,33,106,280,30,135,0.000744
189,35,107,279,32,150,0.00076
183,33,105,280,32,149,0.00075
191,34,106,279,30,134,0.000744
180,34,106,280,32,150,0.00075
186,34,105,280,31,150,0.000755
181,35,107,305,30,136,0.000764
184,35,106,281,33,150,0.000756
199,33,105,280,32,149,0.000766
92,34,105,279,32,149,0.000659
188,34,105,278,30,135,0.00074
181,35,102,279,31,148,0.000745
185,35,104,279,31,149,0.000752
185,35,104,281,30,136,0.000741
183,35,105,294,32,149,0.000766
185,36,107,287,31,159,0.000774
193,37,105,290,32,174,0.000799
187,37,106,280,32,149,0.000759
226,40,114,349,33,183,0.000912
