window,fft,magnitude
272,504,30
262,549,31
262,623,32
267,513,32
260,483,30
260,494,30
260,489,30
262,495,30
260,482,30
296,547,42
259,473,30
284,521,33
266,497,31
278,505,30
259,474,30
287,533,32
303,518,33
261,493,30
273,507,32
260,540,39
268,477,30
260,485,30
342,592,39
301,532,34
260,487,30
300,609,35
278,497,30
259,483,30
260,487,30
278,497,32
