window,fft,magnitude
28,466,3
21,376,2
26,517,3
21,379,2
26,442,3
21,367,2
20,367,2
23,401,3
22,407,3
23,405,3
24,417,3
23,410,3
24,411,3
19,337,2
18,338,2
21,373,2
25,427,3
27,504,3
25,529,3
22,477,3
26,541,3
25,451,3
23,415,3
23,399,3
24,429,3
27,459,3
99,430,3
18,342,2
22,387,3
29,488,3
