13,402,2
14,453,2
15,424,2
15,459,2
12,370,1
14,416,2
14,433,2
14,430,2
14,429,2
16,479,2
14,417,2
11,337,1
12,365,1
12,368,1
12,370,2
16,456,2
15,421,2
12,379,1
14,416,2
12,361,1
13,397,2
14,424,2
17,485,2
15,446,2
13,385,2
15,459,2
11,379,1
11,336,1
11,326,1
11,335,1
