window,fft,magnitude
2060,1329,237
2050,1343,236
2053,1351,237
2060,1338,242
2053,1329,237
2055,1336,236
2063,1334,236
2062,1318,236
2052,1325,236
2063,1338,236
2064,1331,236
2055,1333,236
2099,1331,236
2061,1319,235
2053,1324,236
2063,1357,241
2084,1336,236
2054,1332,236
2073,1381,238
2091,1386,237
2057,1327,236
2100,1336,236
2055,1567,237
2044,1558,237
2064,1540,236
2065,1551,236
2060,1553,237
2053,1550,237
2054,1561,237
2792,1551,237
