window,fft,magnitude
101,451,11
83,417,10
69,357,8
74,426,9
90,440,11
70,366,8
75,378,9
83,434,10
81,393,9
79,381,9
105,482,12
70,366,8
69,344,8
78,384,9
77,379,9
66,342,8
66,340,7
73,366,8
85,412,10
78,465,9
77,373,9
66,337,8
71,359,8
78,370,9
74,359,8
76,371,9
85,406,10
88,419,10
74,368,9
80,396,9
