window,fft,magnitude
86,417,10
66,341,8
70,357,8
94,347,8
70,349,8
74,375,8
72,356,8
74,379,9
78,390,9
76,382,9
73,358,8
85,411,10
67,348,8
78,387,9
70,452,8
76,380,9
83,406,9
66,338,8
66,334,8
66,349,8
78,389,9
80,412,10
67,341,8
67,343,8
67,347,8
67,341,8
67,347,8
66,344,8
68,360,8
67,406,8
