window,fft,magnitude
70,386,9
69,360,8
77,361,8
68,355,9
82,411,10
66,418,8
75,375,9
92,445,11
67,354,8
79,390,9
66,346,8
72,370,9
79,388,9
105,491,11
66,360,8
70,364,8
68,343,8
72,375,9
70,353,8
69,358,8
68,355,8
68,345,8
68,345,8
73,356,8
82,400,10
97,467,11
74,367,8
69,365,8
68,360,8
67,355,8
