window,fft,magnitude
2,378,1
3,409,1
2,421,1
3,453,1
2,324,1
1,317,0
1,339,0
2,372,1
2,368,1
2,339,0
2,394,0
1,307,0
2,332,0
1,320,0
2,309,0
1,306,0
2,348,0
2,385,0
2,364,0
1,328,0
2,388,1
2,369,1
2,424,1
2,357,1
2,341,0
2,379,1
2,317,1
1,313,0
2,313,0
2,311,0
