window,fft,magnitude
2,344,0
2,398,1
2,389,0
2,413,1
2,323,0
2,323,0
2,387,0
2,400,1
2,332,1
2,345,0
2,368,0
2,356,0
2,360,0
2,338,0
2,414,1
2,339,0
2,409,1
2,375,0
2,393,1
3,441,1
2,437,1
2,361,0
2,360,0
2,345,0
2,344,0
2,376,1
2,316,0
2,316,1
2,389,1
2,435,1
