window,fft,magnitude
1029,811,119
1035,813,119
1029,858,119
1031,815,118
1028,889,118
1033,819,119
1040,818,119
1082,834,119
1038,838,119
1034,815,118
1030,826,119
1044,823,119
1038,820,119
1033,831,119
1037,815,118
1030,814,118
1031,813,119
1035,821,118
1028,821,119
1038,822,119
1026,822,118
1028,826,118
1034,808,118
1027,818,119
1041,822,119
1026,814,119
1027,808,119
1027,812,119
1030,812,118
1031,803,118
