window,fft,magnitude
4147,2602,483
4141,2607,473
4283,2737,474
4128,2673,474
4210,2574,473
4150,2690,473
4260,2683,473
4214,2747,476
4216,2617,472
4143,2583,472
4226,2603,473
4190,2574,473
4310,2827,491
4142,2653,473
4187,2600,480
4140,2665,473
4131,2596,473
4157,2598,474
4165,2705,473
4190,2606,473
4224,2849,505
4148,2788,473
4155,3372,482
4144,3253,478
4291,3219,473
4289,2567,473
4149,2545,472
4293,2591,472
4251,2554,473
4188,3256,480
