window,fft,magnitude
9,459,1
7,410,1
36,402,1
9,460,1
6,332,1
7,367,1
7,385,1
7,490,1
7,409,1
7,486,1
7,362,1
7,375,1
8,431,1
8,414,1
8,439,1
7,393,1
9,442,1
6,329,1
6,334,1
6,354,1
6,353,1
6,353,1
8,421,1
8,421,1
6,358,1
7,383,1
7,403,1
6,326,1
7,357,1
6,359,1
