host,window,reverse,fft,magnitude,device
4696,1479,6974,93647,244,5058
4770,1628,7075,92849,221,4641
4830,1498,7002,92643,265,5071
4831,1474,6935,95096,196,4271
4887,1560,6905,94409,216,4232
4604,1320,6907,90154,227,3960
4704,1514,6879,94258,217,4524
4803,1627,7173,90477,188,3004
4648,1491,7093,91433,208,3749
4598,1427,6776,92754,190,2767
