host,window,reverse,fft,magnitude,device
2426,1128,229,130,37,307
2434,1038,225,153,39,316
2447,880,245,153,30,310
2701,1026,233,169,42,319
2476,1015,250,155,44,325
2474,1010,230,127,39,309
2435,965,217,146,56,315
2473,823,159,114,32,268
2525,1009,228,132,40,271
2378,960,203,132,40,302
