host,window,reverse,fft,magnitude,device
2372,928,248,354,57,361
2409,839,249,357,41,350
2811,910,188,354,57,347
2632,881,230,355,58,399
2405,958,197,356,44,349
2404,972,235,353,45,359
2475,985,231,355,60,358
2622,849,233,356,59,355
2407,987,219,363,62,397
2327,868,198,354,37,335
