host,window,reverse,fft,magnitude,device
2622,1005,563,1934,83,589
2493,890,536,1954,100,646
2593,1188,566,1953,84,593
2551,984,308,993,67,610
2559,886,312,1026,70,586
2585,946,317,985,49,559
2571,864,306,1011,61,590
2605,952,308,992,50,551
2594,973,312,991,53,556
2565,1077,313,1009,48,553
