window,fft,magnitude
88,156,15
86,156,15
90,165,16
78,137,13
90,168,15
80,147,14
76,138,13
83,149,14
83,152,16
81,144,14
80,148,14
87,157,15
82,151,15
87,162,16
76,138,13
84,156,15
88,161,16
73,138,13
79,148,15
82,152,15
80,145,14
87,156,15
88,156,15
97,176,21
92,153,13
96,170,17
83,153,15
83,151,15
79,148,14
77,143,14
