window,fft,magnitude
943,3756,219
946,3766,223
962,3742,219
940,3746,219
945,3736,219
940,3776,220
946,3763,222
945,3761,219
941,3773,219
942,3747,219
941,3750,220
943,3729,219
944,3746,219
940,3748,219
971,3751,219
960,3849,220
974,3742,219
947,3756,219
941,3750,220
943,3828,219
941,3738,219
945,3732,219
943,3819,219
943,3765,220
948,3758,219
943,3724,219
942,3738,220
1023,3762,219
946,3725,219
945,3782,219
