window,fft,magnitude
42,40,4
36,37,4
46,42,4
35,33,3
35,33,3
32,33,3
41,39,4
39,39,4
32,32,3
35,32,3
37,39,4
44,42,4
31,30,3
34,30,3
48,45,5
33,30,3
34,30,3
37,35,4
38,41,4
48,47,5
45,49,5
47,47,5
37,39,4
44,47,5
30,30,3
32,32,3
34,34,4
36,36,4
41,39,4
37,38,4
