window,fft,magnitude
33,30,3
34,30,3
35,30,3
33,30,3
33,30,3
124,30,3
32,30,3
35,31,3
35,30,3
35,30,3
33,30,3
37,30,3
72,386,3
35,30,3
32,30,3
33,30,3
35,30,3
35,30,3
40,31,3
30,30,3
36,30,3
31,32,3
33,29,3
43,30,3
38,31,3
36,30,3
36,30,3
37,38,3
39,30,3
36,30,3
