window,fft,magnitude
22,8,1
23,9,1
20,7,1
22,8,1
24,9,1
21,9,1
21,7,1
27,9,1
24,9,1
25,8,1
21,8,1
20,7,1
20,7,1
22,7,1
20,7,1
21,9,1
24,9,1
27,9,1
29,11,1
27,9,1
25,10,1
28,11,1
23,9,1
24,8,1
23,9,1
27,10,1
20,8,1
21,8,1
23,9,1
20,7,1
