window,fft,magnitude
946,3750,220
942,3742,220
992,3826,224
949,3923,220
946,3761,220
943,3776,219
939,3738,219
980,3724,219
942,3727,219
944,3733,219
946,3723,220
987,4010,254
948,3733,219
959,3734,220
945,3836,220
1015,3744,224
986,4171,220
943,3762,219
945,3748,219
945,3734,219
946,3830,219
949,3725,220
945,3736,219
945,3741,223
974,3794,220
942,3756,219
943,3757,220
946,3756,219
944,3758,220
955,3761,220
