window,fft,magnitude
257,696,55
252,697,55
258,724,60
264,738,58
251,743,55
302,839,66
287,796,62
249,698,55
250,699,55
289,703,55
298,732,57
355,713,55
262,789,58
251,703,55
365,974,55
250,696,55
254,700,55
259,697,55
252,738,75
256,705,55
256,710,56
251,706,55
262,704,55
253,718,61
248,727,55
260,737,58
250,704,67
306,764,59
254,733,56
330,925,72
