window,fft,magnitude
253,718,55
264,756,55
261,952,55
262,872,146
329,724,55
253,698,55
251,720,55
249,701,55
250,710,55
300,845,66
252,697,55
294,817,64
255,703,55
311,871,68
303,752,55
330,1085,62
279,753,59
267,730,57
322,804,55
255,723,55
254,707,55
249,703,55
278,776,60
281,777,60
267,732,58
280,777,61
269,733,58
252,700,55
248,727,55
476,899,83
