window,fft,magnitude
276,865,61
267,788,55
269,778,59
252,695,55
278,772,61
261,694,54
251,701,55
295,699,55
385,700,55
249,697,55
291,771,59
253,701,55
252,698,55
263,733,57
260,698,55
254,714,56
249,702,55
320,950,70
259,721,56
251,748,55
260,731,57
250,697,54
250,731,55
292,797,62
250,695,55
293,818,64
251,701,55
269,731,57
260,787,55
250,695,55
