host,window,reverse,fft,magnitude,device
7422,5296,11294171,149737588,2154,9835
7289,5229,11279998,149748162,2155,8334
7545,5320,11275018,149774950,2020,8413
7721,5252,11288317,149678472,2057,6771
7371,5510,11236104,150793514,1987,6300
