window,fft,magnitude
3740,18378,879
3778,21261,948
3750,19524,878
3819,19653,878
3753,19497,878
3899,19949,878
3826,18137,877
3730,18012,878
3734,19879,881
3740,19348,944
3782,18033,878
3729,17944,881
3731,18119,920
3732,18108,881
3721,18015,878
3724,17878,878
3816,18146,944
3738,18657,878
3826,19444,881
3821,18143,882
3736,17945,880
3807,19422,879
3841,19357,908
3748,19738,878
3748,19608,878
3734,18060,877
3727,17927,878
3738,18584,879
3724,17958,878
3727,17922,878
