window,fft,magnitude
91,156,15
91,170,17
80,137,13
77,142,17
78,145,14
101,173,17
80,141,14
99,181,18
94,176,17
87,152,15
79,146,14
91,160,16
81,145,14
88,145,14
77,137,14
116,156,15
90,289,21
101,167,17
88,158,15
80,144,14
77,137,13
83,147,14
84,157,15
107,194,19
90,164,16
84,153,15
86,156,15
93,167,16
97,165,16
79,137,14
