window,fft,magnitude
35,31,3
45,33,3
35,33,3
36,36,4
39,40,4
38,57,4
38,38,4
35,31,3
35,35,4
37,34,4
40,35,4
39,39,4
39,37,4
34,30,3
32,29,3
32,29,3
33,30,3
30,30,3
38,35,4
34,30,3
33,30,3
39,35,4
40,37,4
42,42,4
41,39,4
46,43,5
46,44,5
33,34,4
35,35,4
38,37,4
