window,fft,magnitude
95,170,17
77,138,13
81,144,14
91,165,16
76,141,14
83,148,14
86,164,16
87,156,15
92,180,15
80,148,14
75,138,13
80,152,15
82,144,14
91,165,16
96,170,17
90,156,15
89,162,16
88,160,16
76,141,14
85,149,14
116,219,21
85,153,15
102,171,17
81,147,14
89,157,15
91,174,24
85,148,14
80,150,14
99,182,18
75,137,13
