window,fft,magnitude
101,187,18
80,140,14
84,157,15
80,149,15
85,160,16
79,146,14
85,154,15
77,140,14
84,149,14
85,152,15
84,147,14
83,162,15
80,145,14
85,151,15
79,152,14
89,167,16
74,138,13
85,154,15
85,163,15
78,140,14
76,167,18
93,196,17
85,154,15
86,153,15
76,137,13
86,159,15
87,159,15
84,157,48
77,140,14
74,137,13
