window,fft,magnitude
41,41,4
38,38,4
43,41,4
38,38,4
43,42,4
32,34,4
40,42,5
41,42,4
48,47,5
45,47,5
50,50,5
49,50,5
38,39,4
46,47,5
46,45,5
37,36,4
41,41,4
42,40,4
44,42,5
35,32,3
36,37,4
37,35,4
44,43,5
41,42,4
32,32,3
33,32,3
33,30,3
31,31,3
32,29,3
34,31,3
