window,fft,magnitude
23,7,1
21,7,1
19,6,0
23,6,0
21,7,1
25,7,1
19,6,0
22,8,1
22,8,1
22,8,1
26,9,1
25,8,1
21,6,0
20,7,1
22,8,1
22,8,1
27,8,1
24,8,1
23,8,1
24,8,1
21,7,1
28,8,1
22,8,1
22,8,1
23,8,1
18,6,0
21,6,0
32,8,1
22,8,1
24,9,1
