window,fft,magnitude
19,10,1
27,9,1
31,9,1
24,9,1
21,6,0
23,8,1
22,8,1
24,7,1
24,9,1
21,8,1
20,7,0
23,8,1
20,7,1
19,6,0
22,6,0
21,6,0
20,6,0
21,7,1
22,7,0
24,7,0
23,7,0
21,6,0
24,7,0
32,7,0
25,7,0
21,7,1
21,6,0
20,6,0
21,7,0
21,6,0
