window,fft,magnitude
14,2,0
16,0,0
29,0,0
16,0,0
17,0,0
22,1,0
43,1,0
21,0,0
20,0,0
15,1,0
21,0,0
14,0,0
20,1,0
15,0,0
18,0,0
17,2,0
20,0,0
19,0,0
20,0,0
17,0,0
16,0,0
14,0,0
17,0,0
20,0,0
20,1,0
21,1,0
14,0,0
18,0,0
20,0,0
14,0,0
