window,fft,magnitude
79,138,13
90,144,17
126,137,13
78,137,14
81,138,13
81,141,13
83,139,13
77,140,13
77,137,14
79,138,13
77,161,13
83,137,13
77,153,14
77,137,13
90,161,16
75,147,13
87,141,13
82,157,14
90,166,15
84,146,14
75,198,13
80,159,14
87,149,14
83,139,14
78,138,13
88,156,15
80,144,14
77,138,16
79,137,13
100,171,17
