window,fft,magnitude
275,729,57
273,708,64
274,759,59
255,717,57
328,924,75
265,780,66
261,709,61
271,807,62
258,713,55
250,706,55
264,749,58
256,701,55
312,875,68
279,850,71
258,695,55
251,713,55
262,697,55
251,811,55
258,704,55
260,699,55
252,702,55
263,731,57
248,786,56
334,953,72
260,711,55
255,695,54
269,736,57
290,710,55
257,720,62
248,698,55
